30 3
8 8
18 4
4 1

Barycentric Coordinates (Regular PYR)
  0.814146608387503  0.135608805101784 -0.009662902291266  0.034461444973358  0.025446043828621
  0.660561925316774  0.289193488172512  0.000324490979270  0.024474051702822  0.025446043828621
  0.651286957547488  0.190077023503737 -0.042573418789399  0.071975030537871  0.129234407200303
  0.591003428854548  0.257604624506314  0.031913354645469  0.094032548165049  0.025446043828621
  0.503903388563509  0.337460592487716 -0.005968484599426  0.035370096347898  0.129234407200303
  0.454061699775067  0.215886723741480 -0.053676553091532  0.086650705263684  0.297077424311301
  0.435754028847444  0.287507959237916  0.043984148650375  0.103519456063963  0.129234407200303
  0.275139669397364  0.190144408501149 -0.025139669397364  0.059855591498850  0.500000000000000
  0.909118107167983  0.040637306321303 -0.015838763639211  0.040637306321303  0.025446043828621
  0.745892288463047  0.095471692588179 -0.066070080839707  0.095471692588179  0.129234407200303
  0.728885231884814  0.119722821476047  0.006223081334471  0.119722821476047  0.025446043828621
  0.567024563481758  0.156237424603601 -0.008733819889263  0.156237424603601  0.129234407200303
  0.535384299239583  0.134564124276963 -0.101589972104811  0.134564124276963  0.297077424311301
  0.478515790234452  0.206520186785145  0.082997792366638  0.206520186785145  0.025446043828621
  0.474877706744643  0.012399271341046  0.012399271341046  0.474877706744643  0.025446043828621
  0.424304026680431  0.062972951405259  0.062972951405259  0.424304026680431  0.025446043828621
  0.379517505116464  0.161194899922287  0.001015270727661  0.161194899922287  0.297077424311301
  0.342517988509799  0.144758989575891  0.144758989575891  0.342517988509798  0.025446043828621
  0.340284077898513  0.125000000000000 -0.090284077898513  0.125000000000000  0.500000000000000
  0.334974211758273  0.334974211758273  0.016487076086076  0.016487076086076  0.297077424311301
  0.329585636836937  0.209687848074470  0.121804259813821  0.209687848074470  0.129234407200303
  0.270356202519376  0.081105085324974  0.081105085324974  0.270356202519375  0.297077424311301
  0.209995260896214  0.125000000000000  0.040004739103786  0.125000000000000  0.500000000000000
  0.183954268433140  0.079642035411697 -0.046160914945233  0.079642035411697  0.702922575688699
  0.131798151922419  0.131798151922419  0.016740560233232  0.016740560233232  0.702922575688699
  0.068583302790524  0.033340660702456 -0.006030216995133  0.033340660702456  0.870765592799697
  0.243638489042845  0.243638489042845  0.243638489042845  0.243638489042845  0.025446043828621
  0.175730643922175  0.175730643922175  0.175730643922175  0.175730643922175  0.297077424311301
  0.074269356077825  0.074269356077825  0.074269356077825  0.074269356077825  0.702922575688699
  0.006361510957155  0.006361510957155  0.006361510957155  0.006361510957155  0.974553956171379
