231 3
110 8
110 4
11 1

Barycentric Coordinates (Regular PYR)
  0.912727478784638  0.067208884312710 -0.011264155787424  0.022048818858728  0.009278973831348
  0.837946496531869  0.141989866565478 -0.008317825591863  0.019102488663167  0.009278973831348
  0.830861370118886  0.110528497130322 -0.056784394407929  0.067144835064435  0.048249692094287
  0.799790396727310  0.134985900916055 -0.001313859942440  0.057258588467726  0.009278973831348
  0.767152304294395  0.056184047720000 -0.045823607063494  0.174237562954813  0.048249692094287
  0.737360772374566  0.242575590722782 -0.004354802542429  0.015139465613733  0.009278973831348
  0.734022946938121  0.089313405076274 -0.035569302353881  0.163983258245200  0.048249692094287
  0.704795478145148  0.169790661185059 -0.119860394303080  0.129485628343478  0.115788626629395
  0.703707050790315  0.231069246853050  0.007151541327302  0.048793187197984  0.009278973831348
  0.681459092888302  0.259930774360906 -0.031080570810673  0.041441011467179  0.048249692094287
  0.657477552810549  0.107432487683720 -0.097807253643322  0.217108586519658  0.115788626629395
  0.651635837717895  0.246370367465425 -0.017520163915192  0.071264266637585  0.048249692094287
  0.645783898856587  0.211265086338449  0.026955701841903  0.106716339131713  0.009278973831348
  0.631846817041215  0.133063223453053 -0.083132956571074  0.202434289447411  0.115788626629395
  0.618427971438325  0.361508391659023  0.000331085394381  0.010453577676923  0.009278973831348
  0.600305498632835  0.223030853381560  0.005819350168673  0.122594605722646  0.048249692094287
  0.593831587726616  0.280754551603591 -0.068144215576948  0.077769449617346  0.115788626629395
  0.590097872635555  0.344678425007810  0.017161052045594  0.038783676479693  0.009278973831348
  0.580135234665543  0.361254632583665 -0.013648369466569  0.024008810123075  0.048249692094287
  0.569784372069139  0.264496734419487 -0.051886398392845  0.101816665274824  0.115788626629395
  0.562343444767008  0.221363151937536 -0.176621213126806  0.185246274825202  0.207668341597060
  0.554221122630913  0.343785082552407  0.003821180564688  0.049922922157704  0.048249692094287
  0.541337481807983  0.315711503387053  0.046127973666350  0.087544067307265  0.009278973831348
  0.532185809685605  0.251520787018938 -0.144616232548828  0.153241294247224  0.207668341597060
  0.528395471806679  0.236514568687590 -0.023904232660947  0.143205565537284  0.115788626629395
  0.518576446312270  0.356009693017937 -0.033070568386270  0.042695802426668  0.115788626629395
  0.514527935154544  0.170899168778286 -0.126157229967555  0.233061784437666  0.207668341597060
  0.509619010949096  0.094525033839522  0.033888922051797  0.313717341065299  0.048249692094287
  0.496401588624273  0.337879517864353 -0.014940393232685  0.064870660114664  0.115788626629395
  0.491621651899055  0.292084944805489 -0.101567264066509  0.110192325764905  0.207668341597060
  0.475751298344835  0.276748939643465  0.085090537409939  0.153130250770413  0.009278973831348
  0.473847991352596  0.273741728239613 -0.083224047500633  0.127965986311364  0.207668341597060
  0.458235300008761  0.103036948730176  0.016264384146160  0.306674740485507  0.115788626629395
  0.449626007817683  0.273274096537798  0.074332166579298  0.154518036970935  0.048249692094287
  0.443658494665834  0.340048102038710 -0.050666060720682  0.059291122419078  0.207668341597060
  0.443256829609199  0.242170274323630 -0.051652593584650  0.158557148054761  0.207668341597060
  0.428876092414778  0.214500962790730 -0.207078219204172  0.245583212092430  0.318117951906234
  0.425747928457704  0.321841791134506 -0.032459749816478  0.077201688627208  0.207668341597060
  0.412664950850227  0.261794353656981 -0.169792102100400  0.177214845686958  0.318117951906234
  0.406898935292239  0.264702102051724  0.058237022579944  0.154373313446699  0.115788626629395
  0.401693559931721  0.241683495273787 -0.149681243717206  0.188186236605464  0.318117951906234
  0.394921131335268  0.108028485749644 -0.001123931279534  0.290505972597562  0.207668341597060
  0.390859815847116  0.283599488660092 -0.119639630483752  0.127062374070310  0.318117951906234
  0.378567509351741  0.264809545853767 -0.100849687677427  0.139354680565685  0.318117951906234
  0.365077372041698  0.309381932465510 -0.060339228033848  0.067761971620406  0.318117951906234
  0.357410588118972  0.232469208418213 -0.068509350241874  0.160511601798455  0.318117951906234
  0.353456903150491  0.248357074513469  0.041024966804559  0.149492713934421  0.207668341597060
  0.351223211807401  0.292153843398107 -0.043111138966445  0.081616131854703  0.318117951906234
  0.327378103736472  0.262501692800713 -0.013458988369051  0.105461239925632  0.318117951906234
  0.319351128952517  0.234356655185092 -0.202745386502292  0.208839202505820  0.440198399858863
  0.311833884179970  0.241873899957639 -0.166343230420377  0.172437046423906  0.440198399858863
  0.305338337283676  0.178932593320199 -0.147321324637399  0.222851994174661  0.440198399858863
  0.301722656882119  0.251985127255490 -0.117379749063443  0.123473565066972  0.440198399858863
  0.295304742426286  0.222617447491140  0.026425256940522  0.137534601235818  0.318117951906234
  0.293416691311127  0.234773640147211 -0.100168261955164  0.131779530637964  0.440198399858863
  0.289767117529877  0.263940666607732 -0.059485211541771  0.065579027545300  0.440198399858863
  0.279320508585751  0.248869822872586 -0.044414367806625  0.076025636489426  0.440198399858863
  0.279120866567927  0.205150064035949 -0.070544685843902  0.146075355381164  0.440198399858863
  0.261340312382249  0.222930618221626 -0.018475163155665  0.094005832692927  0.440198399858863
  0.237155673438801  0.118190471636375  0.016414906555672  0.188040548510289  0.440198399858863
  0.235969463498071  0.173296824902333 -0.168575054530139  0.193068926975167  0.566239839154568
  0.232175171709187  0.196863218764051 -0.138338564031042  0.143060334403236  0.566239839154568
  0.228022641320447  0.181243647079957 -0.122718992346948  0.147212864791976  0.566239839154568
  0.227071580184286  0.102390110487924 -0.097668340115730  0.201966810288952  0.566239839154568
