47 5
15 24
23 12
4 6
5 4
0 1

Barycentric Coordinates (Regular TET)
  0.897020248093292  0.072410469072825  0.030569282833882  0.000000000000000
  0.825228324219201  0.140018279809681  0.034753395971119 -0.000000000000000
  0.751636413487811  0.156370673381513  0.091992913130676 -0.000000000000000
  0.738022776532334  0.224303188271654  0.037674035196012  0.000000000000000
  0.658347971432520  0.172618225260048  0.110223723673496  0.058810079633936
  0.657886056609313  0.244537837291556  0.097576106099131  0.000000000000000
  0.639330223810334  0.321153101690203  0.039516674499463  0.000000000000000
  0.566157444697303  0.258393711024277  0.175448844278420  0.000000000000000
  0.562784428042162  0.260285222614693  0.115854868706773  0.061075480636372
  0.555458789317840  0.343739602765892  0.100801607916268 -0.000000000000000
  0.533666817466419  0.425926724015424  0.040406458518157  0.000000000000000
  0.469391344534118  0.273733089275922  0.192377695511077  0.064497870678883
  0.462612804284771  0.358306744847647  0.179080450867581  0.000000000000000
  0.461109480521957  0.358364186830259  0.118446395093700  0.062079937554083
  0.379013932085402  0.285695095470114  0.203237765810449  0.132053206634036
  0.982622963251919  0.017377036748081 -0.000000000000000 -0.000000000000000
  0.950244499795660 -0.000000000000000  0.024877750102170  0.024877750102170
  0.942541022111488  0.057458977888512  0.000000000000000  0.000000000000000
  0.881759844975908  0.118240155024092  0.000000000000000  0.000000000000000
  0.832509923759074  0.000000000000000  0.083745038120463  0.083745038120463
  0.822447648395319  0.084351788877227  0.046600281363727  0.046600281363727
  0.803126602734923  0.196873397265077 -0.000000000000000 -0.000000000000000
  0.745217108567015  0.152168686282208  0.051307102575388  0.051307102575388
  0.744561356808807  0.054580294626266  0.100429174282463  0.100429174282463
  0.710319027356837  0.289680972643164  0.000000000000000  0.000000000000000
  0.663998231291015 -0.000000000000000  0.168000884354492  0.168000884354492
  0.653708998305401  0.238325843659355  0.053982579017622  0.053982579017622
  0.607676977681897  0.392323022318103  0.000000000000000  0.000000000000000
  0.567144733753114  0.188612528763782  0.122121368741552  0.122121368741552
  0.566534103549152  0.062625652953413  0.185420121748718  0.185420121748718
  0.551561959815201  0.337658988044574  0.055389526070113  0.055389526070113
  0.473934987259681  0.128946461565042  0.198559275587639  0.198559275587639
  0.470674790408434  0.276296162230125  0.126514523680720  0.126514523680720
  0.467068303905304 -0.000000000000000  0.266465848047348  0.266465848047348
  0.101855921971612  0.000000000000000  0.449072039014194  0.449072039014194
  0.373975455644220  0.065935341425843  0.280044601464968  0.280044601464968
  0.194587933879887  0.065066002969583  0.370173031575265  0.370173031575265
  0.269116087029767  0.000000000000000  0.365441956485117  0.365441956485117
  0.500000000000000  0.500000000000000  0.000000000000000  0.000000000000000
  0.444169109225912  0.444169109225912  0.055830890774088  0.055830890774088
  0.372103228516148  0.372103228516148  0.127896771483852  0.127896771483852
  0.291627756069014  0.291627756069014  0.208372243930986  0.208372243930986
  1.000000000000000  0.000000000000000  0.000000000000000  0.000000000000000
  0.886327362520782  0.037890879159739  0.037890879159739  0.037890879159739
  0.658295656653161  0.113901447782280  0.113901447782280  0.113901447782280
  0.382028795327148  0.205990401557617  0.205990401557617  0.205990401557617
  0.133771628248646  0.288742790583785  0.288742790583785  0.288742790583785
