15 5
2 24
8 12
2 6
2 4
1 1

Barycentric Coordinates (Regular TET)
  0.723007317366999  0.198689056956673  0.078303625676327  0.000000000000000
  0.550718442861880  0.367477896435045  0.081803660703075  0.000000000000000
  0.949878997705730  0.050121002294270 -0.000000000000000 -0.000000000000000
  0.861709494494173  0.000000000000000  0.069145252752913  0.069145252752913
  0.838593139755369  0.161406860244631  0.000000000000000  0.000000000000000
  0.681558731913089  0.318441268086911  0.000000000000000  0.000000000000000
  0.566293655878678 -0.000000000000000  0.216853172060661  0.216853172060661
  0.564071573091640  0.225710078712290  0.105109174098035  0.105109174098035
  0.402281934602483  0.114294224886427  0.241711920255545  0.241711920255545
  0.222195622530102 -0.000000000000000  0.388902188734949  0.388902188734949
  0.500000000000000  0.500000000000000  0.000000000000000  0.000000000000000
  0.391903417556637  0.391903417556637  0.108096582443363  0.108096582443363
  1.000000000000000  0.000000000000000  0.000000000000000  0.000000000000000
  0.718966216104414  0.093677927965195  0.093677927965195  0.093677927965195
  0.250000000000000  0.250000000000000  0.250000000000000  0.250000000000000
