34 5
9 24
17 12
3 6
4 4
1 1

Barycentric Coordinates (Regular TET)
  0.862390399269056  0.096253608970304  0.041355991760639  0.000000000000000
  0.768599899156821  0.184172496436598  0.047227604406581  0.000000000000000
  0.673806080097732  0.204438138323090  0.121755781579178 -0.000000000000000
  0.657453970044552  0.291440119341062  0.051105910614387  0.000000000000000
  0.562645524511203  0.223438631416036  0.141202295375051  0.072713548697710
  0.557171003739419  0.314770645772917  0.128058350487664  0.000000000000000
  0.535789597860626  0.411176155874182  0.053034246265192  0.000000000000000
  0.447602754829541  0.331774591951587  0.145995698435609  0.074626954783263
  0.446757133290089  0.328701230114041  0.224541636595871  0.000000000000000
  0.976654923321082  0.023345076678918  0.000000000000000  0.000000000000000
  0.933149298520584  0.000000000000000  0.033425350739708  0.033425350739708
  0.923173782325937  0.076826217674064 -0.000000000000000 -0.000000000000000
  0.843094234540879  0.156905765459121  0.000000000000000  0.000000000000000
  0.777627562913586 -0.000000000000000  0.111186218543207  0.111186218543207
  0.768645324881270  0.112458095756529  0.059448289681100  0.059448289681100
  0.741454910545668  0.258545089454332 -0.000000000000000 -0.000000000000000
  0.670264084277827  0.068276530589189  0.130729692566492  0.130729692566492
  0.668395648401810  0.201717850211119  0.064943250693536  0.064943250693536
  0.624643465053120  0.375356534946880  0.000000000000000  0.000000000000000
  0.564282554509486  0.000000000000000  0.217858722745257  0.217858722745257
  0.553541905685343  0.310906797106666  0.067775648603996  0.067775648603996
  0.455574375430633  0.238955387533197  0.152735118518085  0.152735118518085
  0.452936797649719  0.076261005275160  0.235401098537561  0.235401098537561
  0.130152617760798  0.000000000000000  0.434923691119601  0.434923691119601
  0.349214887862005  0.157938876707014  0.246423117715490  0.246423117715490
  0.239199945897946  0.077306743660742  0.341746655220656  0.341746655220656
  0.500000000000000  0.500000000000000 -0.000000000000000 -0.000000000000000
  0.431338665653528  0.431338665653528  0.068661334346472  0.068661334346472
  0.344858029034955  0.344858029034955  0.155141970965046  0.155141970965046
  1.000000000000000  0.000000000000000  0.000000000000000  0.000000000000000
  0.852424808189074  0.049191730603642  0.049191730603642  0.049191730603642
  0.564834842298040  0.145055052567320  0.145055052567320  0.145055052567320
  0.000000000000000  0.333333333333333  0.333333333333333  0.333333333333333
  0.250000000000000  0.250000000000000  0.250000000000000  0.250000000000000
